,Name,Team,ERA,FIP,WAR,Fantasy PTS
2540,J.C. Sulbaran,,5.38,5.42,0.0,20.0
2541,Nick Howard,Reds,5.28,5.42,0.0,19.0
2542,Evan Miller,Padres,5.3,5.42,0.0,19.0
2543,Braden Webb,Brewers,5.33,5.42,0.0,19.0
2544,Dace Kime,Indians,5.26,5.42,0.0,19.0
2545,Pablo Ortega,,5.41,5.42,0.0,19.0
2546,Josh Dye,Royals,5.36,5.43,0.0,20.0
2547,Wuilder Rodriguez,Brewers,5.32,5.43,0.0,20.0
2548,Derek Gordon,,5.36,5.43,0.0,19.0
2549,Darwinzon Hernandez,Red Sox,5.15,5.43,0.0,30.0
2550,Ben Bowden,Rockies,5.37,5.43,0.0,19.0
2551,Joel Seddon,Athletics,5.39,5.43,0.0,20.0
2552,Tanner Tully,Indians,5.22,5.43,0.0,20.0
2553,Tanner Banks,White Sox,5.28,5.43,0.0,20.0
2554,Daniel Lynch,Royals,5.35,5.43,0.0,19.0
2555,Jeff Bain,Diamondbacks,5.55,5.43,0.0,20.0
2556,Carlos Felix,Dodgers,5.36,5.44,0.0,20.0
2557,Chris Mathewson,Dodgers,5.31,5.44,0.0,20.0
2558,Antonio Santos,Rockies,5.69,5.44,0.0,20.0
2559,Marcelo Martinez,Royals,5.29,5.44,0.0,19.0
2560,Osvaldo Hernandez,Padres,5.35,5.44,0.0,19.0
2561,Mauricio Cabrera,White Sox,5.12,5.44,0.0,19.0
2562,Erubiel Gonzalez,,5.39,5.44,0.0,20.0
2563,John Richy,Mariners,5.38,5.44,0.0,20.0
2564,Alex Fagalde,Cardinals,5.37,5.44,0.0,20.0
2565,Kodi Whitley,Cardinals,5.3,5.44,0.0,19.0
2566,Lake Bachar,Padres,5.46,5.44,0.0,20.0
2567,Jose Veras,,5.34,5.44,0.0,19.0
2568,El'Hajj Muhammad,White Sox,5.33,5.44,0.0,19.0
2569,Logan Duran,,5.46,5.45,0.0,20.0
2570,Luis Lugo,Royals,5.29,5.45,0.0,20.0
2571,Ryan McKay,Marlins,5.25,5.45,0.0,19.0
2572,Zach Stewart,Blue Jays,5.53,5.45,0.0,20.0
2573,Vinny Nittoli,Mariners,5.3,5.45,0.0,19.0
2574,Jovani Moran,Twins,5.18,5.45,0.0,19.0
2575,Dan Jagiello,Dodgers,5.18,5.45,0.0,19.0
2576,Tyrell Jenkins,,5.46,5.45,0.0,19.0
2577,Dustin Hurlbutt,,5.34,5.45,0.0,20.0
2578,Vinny Santarsiero,,5.37,5.45,0.0,19.0
2579,Manny Acosta,,5.33,5.45,0.0,19.0
2580,Sam Holland,,5.34,5.45,0.0,19.0
2581,Richard Morban,Athletics,5.42,5.45,0.0,20.0
2582,Brandon S. White,Braves,5.32,5.45,0.0,19.0
2583,Jered Weaver,Padres,5.47,5.45,0.0,20.0
2584,Jose Regalado,Pirates,5.57,5.45,0.0,19.0
2585,Adrian Guzman,,5.21,5.45,0.0,19.0
2586,Domingo Acevedo,Yankees,5.34,5.45,0.0,31.0
2587,Jonathan Cheshire,Blue Jays,5.42,5.45,0.0,19.0
2588,Heriberto Ruelas,,5.19,5.45,0.0,19.0
2589,Leuris Gomez,,5.51,5.45,0.0,20.0
2590,Patrick Dayton,Cardinals,5.15,5.45,0.0,19.0
2591,Carlos Acevedo,Nationals,5.37,5.46,0.0,20.0
2592,Gabe Mosser,Padres,5.36,5.46,0.0,19.0
2593,Griffin Jax,Twins,5.53,5.46,0.0,20.0
2594,Linder Castro,,5.35,5.46,0.0,19.0
2595,Peter Solomon,Astros,5.44,5.46,0.0,19.0
2596,Tyler Schimpf,Giants,5.23,5.46,0.0,19.0
2597,Yorman Landa,,5.31,5.46,0.0,19.0
2598,Elniery Garcia,,5.3,5.46,0.0,20.0
2599,Thomas Szapucki,Mets,5.3,5.46,0.0,19.0
2600,Frankie de la Cruz,,5.48,5.46,0.0,20.0
2601,Harrison Cooney,Red Sox,5.38,5.46,0.0,19.0
2602,Kevin Gadea,Rays,5.35,5.46,0.0,19.0
2603,Ian Oxnevad,Cardinals,5.27,5.46,0.0,19.0
2604,Grant Dyer,Phillies,5.37,5.46,0.0,19.0
2605,Aaron Ashby,Brewers,5.36,5.46,0.0,19.0
2606,Jake Dahlberg,Cardinals,5.32,5.47,0.0,20.0
2607,Shane Kemp,Pirates,5.51,5.47,0.0,19.0
2608,Christian Taugner,Brewers,5.5,5.47,0.0,20.0
2609,Manuel Baez,,5.39,5.47,0.0,19.0
2610,Toller Boardman,,5.25,5.47,0.0,19.0
2611,Luis Mendoza,,5.47,5.47,0.0,20.0
2612,Alejandro Requena,Phillies,5.47,5.47,0.0,20.0
2613,Ryan Kellogg,Cubs,5.22,5.47,0.0,20.0
2614,Jon Moscot,Reds,5.51,5.47,0.0,20.0
2615,Andres Ivan Meza,,5.43,5.47,0.0,20.0
2616,Troy Bacon,Braves,5.36,5.47,0.0,19.0
2617,Mauricio Llovera,Phillies,5.44,5.47,0.0,20.0
2618,Francisco Rios,Blue Jays,5.55,5.47,0.0,20.0
2619,Andrew Brown,Phillies,5.44,5.47,0.0,20.0
2620,Corey Kimber,Padres,5.41,5.47,0.0,19.0
2621,Carlos Hiraldo,Astros,5.3,5.47,0.0,19.0
2622,Jesus Balaguer,Diamondbacks,5.38,5.48,0.0,19.0
2623,Phil Bickford,Brewers,5.35,5.48,0.0,19.0
2624,Austin Robichaux,,5.45,5.48,0.0,19.0
2625,Dan Haren,,5.54,5.48,0.0,20.0
2626,Tyler Erwin,Orioles,5.26,5.48,0.0,19.0
2627,David Holman,Rockies,5.72,5.48,0.0,20.0
2628,Alfred Gutierrez,Tigers,5.46,5.48,0.0,20.0
2629,Nolan Becker,Royals,5.27,5.48,0.0,19.0
2630,Mike O'Reilly,Cardinals,5.32,5.48,0.0,20.0
2631,Brian Hunter,Reds,5.36,5.48,0.0,19.0
2632,Mario Meza,,5.34,5.48,0.0,19.0
2633,Joey Maher,,5.45,5.48,0.0,19.0
2634,Sugar Marimon,,5.48,5.48,0.0,20.0
2635,Andrew Cashner,Orioles,5.6,5.48,0.3,167.0
2636,Fabian Cota,,5.23,5.48,0.0,19.0
2637,Denyi Reyes,Red Sox,5.5,5.48,0.0,39.0
2638,Esmailin Caridad,,5.42,5.48,0.0,19.0
2639,A.J. Ladwig,Tigers,5.54,5.48,0.0,20.0
2640,Dan Lietz,,5.2,5.49,0.0,19.0
2641,Joshua Payne,Mets,5.35,5.49,0.0,19.0
2642,Zach Warren,Phillies,5.13,5.49,0.0,19.0
2643,Jose Carlos Medina,Mets,5.26,5.49,0.0,19.0
2644,Ryan Cook,Blue Jays,5.43,5.49,0.0,19.0
2645,Luc Rennie,Mets,5.49,5.49,0.0,20.0
2646,Bryan Abreu,Astros,5.32,5.49,-0.1,26.0
2647,Brett Adcock,Astros,5.24,5.49,0.0,19.0
2648,Edwin Uceta,Dodgers,5.34,5.49,0.0,20.0
2649,Jacob Dahlstrand,,5.47,5.49,0.0,20.0
2650,Lincoln Henzman,White Sox,5.48,5.49,0.0,20.0
2651,Blake Quinn,Phillies,5.35,5.49,0.0,19.0
2652,John Means,Orioles,5.33,5.49,0.1,40.0
2653,Chad Hockin,Cubs,5.39,5.49,0.0,19.0
2654,Alec Kenilvort,Brewers,5.4,5.49,0.0,19.0
2655,Yeizo Campos,Mets,5.43,5.5,0.0,20.0
2656,Jordan Stephens,White Sox,5.46,5.5,0.0,45.0
2657,Ryne Slack,,5.26,5.5,0.0,19.0
2658,Andro Cutura,Twins,5.58,5.5,0.0,20.0
2659,Evan Piechota,Pirates,5.59,5.5,0.0,20.0
2660,Burris Warner,Tigers,5.51,5.5,0.0,19.0
2661,Josh Mitchell,Royals,5.33,5.5,0.0,19.0
2662,Kris Hall,Athletics,5.38,5.5,0.0,19.0
2663,Ronald Bolanos,Padres,5.47,5.5,0.0,19.0
2664,Shane Watson,Phillies,5.47,5.5,0.0,20.0
2665,Will Lamb,Tigers,5.4,5.51,0.0,19.0
2666,Jake Woodford,Cardinals,5.46,5.51,0.0,20.0
2667,Alex Klonowski,Angels,5.3,5.51,0.0,20.0
2668,Tayler Saucedo,Blue Jays,5.49,5.51,0.0,20.0
2669,Alfredo Aceves,,5.43,5.51,0.0,20.0
2670,Zach Lovvorn,Royals,5.55,5.51,0.0,20.0
2671,Wilmer Rios,,5.49,5.51,0.0,20.0
2672,Cody Bolton,Pirates,5.67,5.51,0.0,20.0
2673,Luis Pena,Angels,5.25,5.51,0.0,19.0
2674,Jose Isidro Marquez,,5.34,5.51,0.0,19.0
2675,Salvador Robles,,5.41,5.51,0.0,20.0
2676,Jeffrey Passantino,Cubs,5.5,5.51,0.0,20.0
2677,Johan Yan,,5.38,5.51,0.0,19.0
2678,Yeison Santana,Diamondbacks,5.52,5.51,0.0,19.0
2679,Carlos Sano,Giants,5.4,5.51,0.0,19.0
2680,Andrew Beckwith,Royals,5.39,5.51,0.0,19.0
2681,Marc Brakeman,,5.36,5.51,0.0,19.0
2682,Tom Cosgrove,Padres,5.47,5.52,0.0,19.0
2683,Kyle Hart,Red Sox,5.39,5.52,0.0,20.0
2684,Markus Solbach,,5.52,5.52,0.0,20.0
2685,Manuel Rodriguez,Marlins,5.23,5.52,0.0,19.0
2686,Robert Tyler,Rockies,5.64,5.52,0.0,19.0
2687,Eder Llamas,,5.42,5.52,0.0,20.0
2688,Yunior Montero,Pirates,5.47,5.52,0.0,19.0
2689,Anderson Polanco,Indians,5.22,5.52,0.0,19.0
2690,Jeffeson Medina,,5.3,5.52,0.0,19.0
2691,Nick Tepesch,,5.49,5.52,0.0,20.0
2692,Gavin Pittore,,5.38,5.52,0.0,19.0
2693,Hunter Adkins,,5.47,5.52,0.0,20.0
2694,Anthony Kay,Mets,5.36,5.52,0.0,19.0
2695,Josh Rogers,Orioles,5.49,5.52,0.2,99.0
2696,Jose Mujica,Rays,5.39,5.52,0.0,20.0
2697,Ruddy Acosta,,5.47,5.52,0.0,20.0
2698,A.J. Griffin,,5.43,5.52,0.0,20.0
2699,Darwin Ramos,Mets,5.35,5.52,0.0,19.0
2700,Jesus Adrian Castillo,,5.51,5.52,0.0,20.0
2701,Jeremy McKinney,Nationals,5.34,5.52,0.0,19.0
2702,Oscar Villarreal,,5.43,5.52,0.0,19.0
2703,Adam Oller,,5.46,5.52,0.0,20.0
2704,Oscar Felix,,5.29,5.52,0.0,19.0
2705,Jose Adames,Reds,5.37,5.52,0.0,19.0
2706,Kyle Grana,,5.4,5.52,0.0,19.0
2707,Marc Huberman,Cubs,5.18,5.52,0.0,19.0
2708,Seth Romero,Nationals,5.37,5.53,0.0,19.0
2709,Arturo Lopez,,5.3,5.53,0.0,20.0
2710,Eduar Lopez,,5.53,5.53,0.0,20.0
2711,Anthony Castro,Tigers,5.55,5.53,0.0,20.0
2712,Grayson Long,Tigers,5.51,5.53,0.0,20.0
2713,Norge Ruiz,Athletics,5.51,5.53,0.0,20.0
2714,Michael Heesch,Cardinals,5.33,5.53,0.0,19.0
2715,Zac Grotz,,5.52,5.53,0.0,20.0
2716,Alex Lange,Cubs,5.47,5.53,0.0,20.0
2717,Jimmy Yacabonis,Orioles,5.55,5.53,0.0,33.0
2718,Eli Morgan,Indians,5.46,5.53,0.0,20.0
2719,Brandon Miller,Marlins,5.46,5.53,0.0,20.0
2720,Jose Paulino,,5.39,5.53,0.0,20.0
2721,Matt Crouse,,5.4,5.54,0.0,20.0
2722,Billy Oxford,Mets,5.39,5.54,0.0,19.0
2723,Jose Morel,Giants,5.35,5.54,0.0,19.0
2724,Zac Lowther,Orioles,5.41,5.54,0.0,20.0
2725,Brady Anderson,,5.49,5.54,0.0,20.0
2726,Jonathan Dziedzic,Royals,5.43,5.54,0.0,20.0
2727,Franklin Perez,Tigers,5.58,5.54,0.0,22.0
2728,Carlos Hernandez,Mets,5.38,5.54,0.0,19.0
2729,Chance Adams,Yankees,5.41,5.54,0.0,64.0
2730,Angel German,Pirates,5.44,5.54,0.0,19.0
2731,Caleb Beech,,5.62,5.54,0.0,20.0
2732,Seth Simmons,,5.51,5.54,0.0,20.0
2733,Nate Abel,,5.34,5.55,0.0,19.0
2734,Evan Guillory,Cardinals,5.53,5.55,0.0,20.0
2735,Will Vest,Tigers,5.5,5.55,0.0,19.0
2736,Steven Bruce,Rangers,5.59,5.55,0.0,20.0
2737,Emmanuel Torres,,5.51,5.55,0.0,19.0
2738,Juan Pena,Rockies,5.7,5.55,0.0,19.0
2739,John Curtis,Braves,5.4,5.55,0.0,19.0
2740,David Hill,Rockies,5.81,5.55,0.0,20.0
2741,Travis MacGregor,Pirates,5.65,5.55,0.0,19.0
2742,Tyler Carpenter,Angels,5.33,5.55,0.0,20.0
2743,Tanner Houck,Red Sox,5.56,5.55,0.0,19.0
2744,Williams Ramirez,Twins,5.42,5.55,0.0,19.0
2745,Ryan Nutof,Reds,5.36,5.55,0.0,19.0
2746,Jordan Holloway,Marlins,5.43,5.55,0.0,19.0
2747,Alex Delgado,,5.42,5.55,0.0,20.0
2748,Luis Castillo,Diamondbacks,5.52,5.56,0.0,19.0
2749,Boone Whiting,,5.53,5.56,0.0,20.0
2750,Sam Sheehan,Athletics,5.31,5.56,0.0,19.0
2751,Bryan Sammons,Twins,5.43,5.56,0.0,20.0
2752,Jose Hernandez,Astros,5.54,5.56,0.0,20.0
2753,Jorge Alcala,Twins,5.51,5.56,0.0,19.0
2754,Ljay Newsome,Mariners,5.42,5.56,0.0,20.0
2755,Misael Siverio,,5.46,5.56,0.0,20.0
2756,Ryan Riga,White Sox,5.27,5.56,0.0,19.0
2757,Michael Sullivan,Reds,5.35,5.56,0.0,19.0
2758,Joe Galindo,Padres,5.39,5.56,0.0,19.0
2759,Christian Meza,,5.35,5.56,0.0,19.0
2760,Irwin Delgado,,5.4,5.56,0.0,19.0
2761,Daniel Rodriguez,,5.37,5.56,0.0,19.0
2762,Chris Tillman,,5.59,5.56,0.0,20.0
2763,Ezequiel Zabaleta,Mets,5.47,5.57,0.0,19.0
2764,Walter Silva,,5.51,5.57,0.0,19.0
2765,Pat Goetze,Red Sox,5.47,5.57,0.0,19.0
2766,Matt Brill,Diamondbacks,5.53,5.57,0.0,19.0
2767,Daniel Tillo,Royals,5.37,5.57,0.0,19.0
2768,Trevor Foss,,5.63,5.57,0.0,20.0
2769,Dalbert Siri,Indians,5.31,5.57,0.0,19.0
2770,Mario Morales,,5.48,5.57,0.0,19.0
2771,Jorge Reyes,,5.54,5.58,0.0,20.0
2772,William Oliver,,5.63,5.58,0.0,20.0
2773,David Kubiak,Yankees,5.55,5.58,0.0,20.0
2774,David Reyes,,5.56,5.58,0.0,20.0
2775,Nate Harris,Rockies,5.74,5.58,0.0,19.0
2776,Briam Campusano,Mets,5.52,5.58,0.0,19.0
2777,Jeremy Null,,5.51,5.58,0.0,20.0
2778,Jon Harris,Blue Jays,5.63,5.58,0.0,20.0
2779,Kevin McAvoy,Red Sox,5.52,5.58,0.0,19.0
2780,Helmis Rodriguez,,5.39,5.58,0.0,19.0
2781,Josh DeGraaf,Blue Jays,5.6,5.58,0.0,20.0
2782,Lenix Osuna,Dodgers,5.39,5.58,0.0,19.0
2783,Jose Pena,,5.41,5.58,0.0,19.0
2784,Ernesto Zaragoza,,5.54,5.58,0.0,19.0
2785,Mariano Rivera,Nationals,5.45,5.58,0.0,19.0
2786,Brigham Hill,Nationals,5.56,5.58,0.0,19.0
2787,Lane Hobbs,,5.55,5.58,0.0,20.0
2788,Luis Reyes,Nationals,5.53,5.58,0.0,19.0
2789,Justin Brantley,,5.53,5.58,0.0,19.0
2790,Brailyn Marquez,Cubs,5.4,5.58,0.0,19.0
2791,Samuel Zazueta,,5.36,5.59,0.0,19.0
2792,Matt Flemer,,5.48,5.59,0.0,20.0
2793,Marcos Diplan,Brewers,5.47,5.59,0.0,22.0
2794,Zach Hartman,,5.45,5.59,0.0,19.0
2795,Justin Thomas,Nationals,5.34,5.59,0.0,19.0
2796,Nathan Kirby,Brewers,5.41,5.59,0.0,19.0
2797,Blake Smith,,5.45,5.59,0.0,20.0
2798,Mike McCarthy,,5.57,5.59,0.0,20.0
2799,Manuel Rondon,Cubs,5.24,5.59,0.0,19.0
2800,Andrew Moore,Rays,5.44,5.6,0.0,22.0
2801,Joel Huertas,Mets,5.3,5.6,0.0,19.0
2802,Logan Lombana,,5.48,5.6,0.0,19.0
2803,Angel Perdomo,Brewers,5.32,5.6,0.0,19.0
2804,Kirk McCarty,Indians,5.47,5.6,0.0,20.0
2805,Leandro Linares,Indians,5.39,5.6,0.0,19.0
2806,Zach Jemiola,,5.62,5.6,0.0,20.0
2807,Miguel Jerez,Braves,5.48,5.6,0.0,20.0
2808,David Ledbetter,Rangers,5.61,5.6,0.0,20.0
2809,Aaron Harang,,5.7,5.6,0.0,20.0
2810,Oddy Nunez,Pirates,5.55,5.6,0.0,19.0
2811,Angel Acevedo,Padres,5.61,5.6,0.0,19.0
2812,Jordan Barrett,Blue Jays,5.57,5.6,0.0,20.0
2813,Jeronimo Castro,Dodgers,5.39,5.6,0.0,19.0
2814,Kyle Cody,Rangers,5.62,5.61,0.0,19.0
2815,Thomas Melgarejo,,5.38,5.61,0.0,19.0
2816,Edgar Gonzalez,,5.6,5.61,0.0,19.0
2817,Aaron Cox,Angels,5.34,5.61,0.0,19.0
2818,Andres Sotillet,Royals,5.62,5.61,0.0,19.0
2819,Edwin Quirarte,,5.45,5.61,0.0,19.0
2820,Conner O'Neil,Mets,5.44,5.61,0.0,19.0
2821,Raffi Vizcaino,Giants,5.38,5.61,0.0,19.0
2822,Michael Kelly,,5.44,5.61,0.0,19.0
2823,Enrique Lechuga,,5.57,5.61,0.0,20.0
2824,Logan Bawcom,,5.59,5.61,0.0,20.0
2825,Jared Oliver,Red Sox,5.41,5.61,0.0,19.0
2826,James Carter,,5.5,5.61,0.0,19.0
2827,Fernando Perez-Abreu,,5.58,5.61,0.0,19.0
2828,Cody Clark,,5.5,5.61,0.0,19.0
2829,Daniel Minor,,5.69,5.61,0.0,20.0
2830,Adam Bleday,,5.28,5.62,0.0,19.0
2831,Ty Damron,Athletics,5.32,5.62,0.0,19.0
2832,Atahualpa Severino,,5.35,5.62,0.0,19.0
2833,Alex Gunn,Diamondbacks,5.59,5.62,0.0,19.0
2834,Johendi Jiminian,,5.57,5.62,0.0,19.0
2835,Nathanael Santiago,,5.49,5.62,0.0,19.0
2836,Fernando Miranda,,5.5,5.62,0.0,19.0
2837,Tyler Zombro,Rays,5.4,5.62,0.0,19.0
2838,Jesus Anguamea,,5.43,5.62,0.0,19.0
2839,Angel Adrian Ramirez,,5.41,5.62,0.0,19.0
2840,Brendan Butler,Athletics,5.45,5.62,0.0,19.0
2841,Tyson Miller,Cubs,5.52,5.62,0.0,20.0
2842,Jasseel De La Cruz,Braves,5.55,5.62,0.0,19.0
2843,Gabriel Llanes,Mets,5.65,5.62,0.0,19.0
2844,Luis Payan,,5.58,5.62,0.0,19.0
2845,Luis Cedeno,Phillies,5.5,5.62,0.0,19.0
2846,Henry Centeno,,5.62,5.63,0.0,19.0
2847,Jon Sintes,,5.64,5.63,0.0,20.0
2848,Jose Manuel Lopez,,5.49,5.63,0.0,19.0
2849,Scott Moss,Reds,5.43,5.63,0.0,19.0
2850,Bailey Ober,Twins,5.66,5.63,0.0,20.0
2851,Brennan Henry,Royals,5.36,5.63,0.0,19.0
2852,Ronald Dominguez,,5.56,5.63,0.0,20.0
2853,Ramon Garcia,,5.5,5.63,0.0,20.0
2854,Jeremy Guthrie,,5.68,5.63,0.0,20.0
2855,Esteban Haro,,5.53,5.63,0.0,19.0
2856,Jesus Vargas,Dodgers,5.49,5.63,0.0,20.0
2857,Jason Hoppe,Angels,5.43,5.63,0.0,19.0
2858,Gabriel Garcia,,5.56,5.63,0.0,19.0
2859,Juan Ramon Noriega,,5.52,5.64,0.0,19.0
2860,Trevor Charpie,Rays,5.47,5.64,0.0,19.0
2861,Michael Murray,Athletics,5.62,5.64,0.0,20.0
2862,Adenson Verastegui,,5.47,5.64,0.0,19.0
2863,Yohan Ramirez,Astros,5.54,5.64,0.0,19.0
2864,Sergio Valenzuela,,5.63,5.64,0.0,19.0
2865,Colton Hock,Marlins,5.52,5.64,0.0,19.0
2866,Hector Lujan,Twins,5.58,5.64,0.0,19.0
2867,Tyler Matzek,White Sox,5.52,5.64,0.0,19.0
2868,Andrew Thurman,,5.53,5.64,0.0,19.0
2869,Erik Espinal,Mariners,5.53,5.64,0.0,19.0
2870,Matt Trowbridge,,5.34,5.64,0.0,19.0
2871,David Reid-Foley,,5.59,5.65,0.0,19.0
2872,Jackson Tetreault,Nationals,5.56,5.65,0.0,19.0
2873,Gregory Santos,Giants,5.41,5.65,0.0,19.0
2874,Alan Rangel,Braves,5.68,5.65,0.0,20.0
2875,Robbie Gordon,,5.52,5.65,0.0,19.0
2876,Demetrio Gutierrez,,5.4,5.65,0.0,20.0
2877,Alejandro Soto,,5.5,5.65,0.0,20.0
2878,Sam Perez,Marlins,5.55,5.65,0.0,19.0
2879,Dilmer Mejia,Braves,5.51,5.65,0.0,19.0
2880,Chase Ingram,Mets,5.58,5.65,0.0,19.0
2881,Daniel Duarte,Royals,5.5,5.65,0.0,19.0
2882,Alex Sanabia,,5.57,5.65,0.0,20.0
2883,Jon Keller,Rockies,5.68,5.65,0.0,19.0
2884,Bryan Baker,Blue Jays,5.54,5.65,0.0,19.0
2885,Sebastian Kessay,Diamondbacks,5.53,5.65,0.0,19.0
2886,Jorge Castillo,,5.46,5.65,0.0,20.0
2887,Jason Bahr,Rangers,5.69,5.65,0.0,20.0
2888,Arik Sikula,,5.73,5.66,0.0,20.0
2889,Kyle Simonds,Nationals,5.54,5.66,0.0,19.0
2890,Antonio Garzon,,5.41,5.66,0.0,19.0
2891,Edgmer Escalona,,5.65,5.66,0.0,20.0
2892,Gaudencio Aguirre,,5.61,5.66,0.0,19.0
2893,David Palladino,,5.51,5.66,0.0,19.0
2894,Adrian Navas,,5.56,5.66,0.0,19.0
2895,Stephan Meyer,Pirates,5.79,5.66,0.0,19.0
2896,Yoanner Negrin,,5.61,5.66,0.0,20.0
2897,Clate Schmidt,Tigers,5.63,5.66,0.0,19.0
2898,Clint Terry,Braves,5.49,5.66,0.0,19.0
2899,Brandon Quintero,White Sox,5.51,5.66,0.0,19.0
2900,Tyler Davis,Rangers,5.67,5.66,0.0,20.0
2901,Imani Abdullah,Dodgers,5.52,5.66,0.0,19.0
2902,Kyle Lohse,,5.71,5.66,0.0,20.0
2903,Alexis Tapia,,5.65,5.66,0.0,19.0
2904,Henry Owens,Diamondbacks,5.41,5.66,0.0,19.0
2905,Cutter Dyals,Braves,5.49,5.66,0.0,19.0
2906,Julio Eusebio,Pirates,5.61,5.66,0.0,19.0
2907,Jesse Adams,Reds,5.48,5.66,0.0,19.0
2908,Alex Blackford,,5.55,5.66,0.0,20.0
2909,Max Kranick,Pirates,5.78,5.66,0.0,20.0
2910,Brannon Easterling,White Sox,5.65,5.67,0.0,20.0
2911,Michael Theofanopoulos,Twins,5.4,5.67,0.0,19.0
2912,Jay Flaa,Orioles,5.59,5.67,0.0,19.0
2913,Hassan Pena,,5.59,5.67,0.0,19.0
2914,Martires Arias,,5.59,5.67,0.0,19.0
2915,Adrian Martinez,Padres,5.65,5.67,0.0,19.0
2916,Jesus Carlos,,5.52,5.67,0.0,19.0
2917,Eudis Idrogo,Tigers,5.62,5.67,0.0,20.0
2918,Trey Lambert,,5.62,5.67,0.0,19.0
2919,Beau Burrows,Tigers,5.68,5.67,0.0,38.0
2920,Isaac Mattson,Angels,5.45,5.67,0.0,19.0
2921,Logan Crouse,Dodgers,5.46,5.67,0.0,19.0
2922,Tyler Keele,,5.61,5.67,0.0,20.0
2923,Antonio Guzman,,5.6,5.67,0.0,19.0
2924,Josh Turley,Tigers,5.6,5.67,0.0,19.0
2925,Tyler Brashears,Rays,5.56,5.67,0.0,19.0
2926,Kyle Miller,,5.55,5.67,0.0,19.0
2927,Julian Fernandez,Marlins,5.38,5.67,-0.3,33.0
2928,Edward Cabrera,Marlins,5.56,5.68,0.0,19.0
2929,Joey Strain,Mariners,5.58,5.68,0.0,20.0
2930,Michael Mertz,Marlins,5.36,5.68,0.0,19.0
2931,Jordan Aboites,,5.59,5.68,0.0,19.0
2932,Marcel Renteria,Mets,5.66,5.68,0.0,19.0
2933,Max Bethell,,5.47,5.68,0.0,19.0
2934,Yeison Cespedes,Dodgers,5.44,5.68,0.0,19.0
2935,Mark Reyes,Giants,5.37,5.68,0.0,19.0
2936,Spencer Kulman,Padres,5.57,5.68,0.0,19.0
2937,Tommy DeJuneas,Astros,5.54,5.68,0.0,19.0
2938,Chris Jensen,,5.61,5.68,0.0,20.0
2939,Scott Sebald,Marlins,5.45,5.68,0.0,19.0
2940,Chad Martin,,5.49,5.68,0.0,19.0
2941,Albert Abreu,Yankees,5.58,5.68,0.0,40.0
2942,Felix Paulino,White Sox,5.62,5.68,0.0,20.0
2943,Kutter Crawford,Red Sox,5.65,5.69,0.0,19.0
2944,Taylore Cherry,White Sox,5.54,5.69,0.0,19.0
2945,Sergio Alvarado,,5.4,5.69,0.0,19.0
2946,Diego Cordero,Cardinals,5.55,5.69,0.0,20.0
2947,Austin Sodders,Tigers,5.65,5.69,0.0,20.0
2948,Aaron Ford,,5.46,5.69,0.0,19.0
2949,Luis Ayala,,5.56,5.69,0.0,19.0
2950,RJ Peace,Marlins,5.51,5.69,0.0,19.0
2951,Irving Jimenez,,5.55,5.69,0.0,19.0
2952,A.J. Bogucki,Nationals,5.59,5.69,0.0,19.0
2953,Greyfer Eregua,,5.64,5.69,0.0,20.0
2954,Zack Kelly,Angels,5.4,5.69,0.0,19.0
2955,Alex Faedo,Tigers,5.72,5.69,0.0,20.0
2956,Hubbie Pellegaud,,5.6,5.7,0.0,19.0
2957,Nicolas Heredia,,5.59,5.7,0.0,19.0
2958,Johan Belisario,Tigers,5.63,5.7,0.0,19.0
2959,Daniel McGrath,Red Sox,5.46,5.7,0.0,19.0
2960,Kelvin Vasquez,,5.57,5.7,0.0,19.0
2961,Blake Cederlind,Pirates,5.66,5.7,0.0,19.0
2962,Ivan Zavala,,5.64,5.7,0.0,19.0
2963,Matt Anderson,Pirates,5.77,5.7,0.0,19.0
2964,Kyle Westwood,,5.75,5.7,0.0,20.0
2965,Alberto Leyva,,5.53,5.7,0.0,19.0
2966,Tony Cordova,,5.6,5.7,0.0,19.0
2967,Kenny Rosenberg,Rays,5.45,5.7,0.0,19.0
2968,Jason Foley,Tigers,5.67,5.7,0.0,19.0
2969,Alejandro Astorga,,5.51,5.7,0.0,19.0
2970,Alexis Candelario,,5.72,5.7,0.0,20.0
2971,Victor Gonzalez,Dodgers,5.45,5.71,0.0,19.0
2972,Ty Boyles,Reds,5.55,5.71,0.0,19.0
2973,Eduardo Jimenez,Tigers,5.69,5.71,-0.1,24.0
2974,Ronny Agustin,Pirates,5.45,5.71,0.0,19.0
2975,Cody Nesbit,Royals,5.6,5.71,0.0,19.0
2976,Marlon Arias,,5.59,5.71,0.0,19.0
2977,Daniel Alvarez,Yankees,5.5,5.71,0.0,19.0
2978,Alexander Vargas,Yankees,5.63,5.71,0.0,20.0
2979,Manuel Al Flores,,5.67,5.71,0.0,20.0
2980,Victor Garate,,5.62,5.71,0.0,20.0
2981,Francisco Haro,,5.6,5.71,0.0,19.0
2982,LJ Brewster,Marlins,5.54,5.71,0.0,19.0
2983,Juan De Paula,Giants,5.55,5.71,0.0,19.0
2984,Jose Meraz,,5.45,5.72,0.0,19.0
2985,Victor Espinosa,,5.75,5.72,0.0,20.0
2986,Jordan Sheffield,Dodgers,5.55,5.72,0.0,19.0
2987,Jordan Desguin,,5.59,5.72,0.0,19.0
