,Name,Team,ERA,FIP,WAR,Fantasy PTS
4093,Edgar Martinez,Diamondbacks,6.76,6.56,0.0,18.0
4094,Wilman Madera,Cardinals,6.4,6.56,0.0,19.0
4095,Javier Medina,Rockies,6.83,6.56,0.0,19.0
4096,Alfredo Tavarez,Dodgers,6.34,6.56,0.0,19.0
4097,Nolan Watson,Royals,6.56,6.56,0.0,18.0
4098,Edward Escoboza,Reds,6.4,6.56,0.0,19.0
4099,Greg Tomchick,,6.47,6.56,0.0,19.0
4100,Dallas Martinez,,6.62,6.56,0.0,18.0
4101,Luis Moncada,Rays,6.28,6.56,0.0,19.0
4102,Jose Marcano,Pirates,6.34,6.56,0.0,19.0
4103,Yunior Perez,Cubs,6.56,6.57,0.0,19.0
4104,Kris Bubic,Royals,6.48,6.57,0.0,19.0
4105,Mitchell Stalsberg,Tigers,6.39,6.57,0.0,19.0
4106,Michael Rishwain,,6.46,6.57,0.0,19.0
4107,Alexander Vizcaino,Yankees,6.53,6.57,0.0,19.0
4108,Michael Silva,Royals,6.47,6.57,0.0,19.0
4109,Dayeison Arias,Mariners,6.4,6.57,0.0,19.0
4110,Edwuin Bencomo,Padres,6.52,6.57,0.0,19.0
4111,Jordan Scheftz,Indians,6.33,6.58,0.0,19.0
4112,Max Wotell,,6.26,6.58,0.0,19.0
4113,Andres German,Mets,6.56,6.58,0.0,19.0
4114,Colton Howell,,6.57,6.58,0.0,18.0
4115,Graham Spraker,Blue Jays,6.67,6.58,0.0,19.0
4116,Ygnacio Rondon,Mets,6.59,6.58,0.0,19.0
4117,Leandro Pina,Pirates,6.62,6.58,0.0,19.0
4118,Livan Sanchez,,6.38,6.58,0.0,19.0
4119,Marco Gonzalez,,6.43,6.58,0.0,19.0
4120,Omar Conoropo,Reds,6.36,6.58,0.0,19.0
4121,Alejandro Rodriguez,,6.41,6.58,0.0,19.0
4122,Jose Hernandez,Dodgers,6.08,6.59,0.0,19.0
4123,Servando Hernandez,Braves,6.57,6.59,0.0,19.0
4124,A.J. Alexy,Rangers,6.49,6.59,0.0,19.0
4125,Oscar Tovar,Athletics,6.4,6.59,0.0,19.0
4126,Patrick Riehl,Reds,6.41,6.59,0.0,19.0
4127,Carter Love,White Sox,6.5,6.59,0.0,19.0
4128,Billy Roth,,6.44,6.59,0.0,19.0
4129,Cody Dube,Orioles,6.55,6.59,0.0,19.0
4130,Manuel Dominguez,,6.53,6.59,0.0,19.0
4131,Jhon De Jesus,Reds,6.54,6.59,0.0,19.0
4132,Michael Mercado,Rays,6.58,6.59,0.0,18.0
4133,Dakota Chalmers,Twins,6.54,6.59,0.0,19.0
4134,Yojensy Arias,White Sox,6.48,6.6,0.0,19.0
4135,Steven Jennings,Pirates,6.77,6.6,0.0,18.0
4136,Ramon Guzman,Mets,6.56,6.6,0.0,19.0
4137,Julio Benitez,,6.68,6.6,0.0,18.0
4138,Rodolfo Fajardo,,6.48,6.6,0.0,19.0
4139,Domingo Jimenez,,6.44,6.6,0.0,19.0
4140,Josh Keaton,Orioles,6.5,6.6,0.0,19.0
4141,Michael Costello,Orioles,6.71,6.6,0.0,20.0
4142,Joe Barlow,Rangers,6.36,6.6,0.0,19.0
4143,Carlos Gonzalez,Rockies,6.87,6.6,0.0,18.0
4144,Cole Bellinger,Padres,6.64,6.61,0.0,19.0
4145,Justin Watts,Blue Jays,6.6,6.61,0.0,19.0
4146,Kyle Weatherly,Blue Jays,6.64,6.61,0.0,19.0
4147,Ryan Oduber,,6.36,6.61,0.0,19.0
4148,Wilfredo Pereira,Cardinals,6.58,6.61,0.0,18.0
4149,Nate Peden,Mets,6.65,6.61,0.0,18.0
4150,Enmanuel Marcano,Dodgers,6.34,6.62,0.0,19.0
4151,Yonathan Ramirez,,6.5,6.62,0.0,18.0
4152,Jose Gonzalez,Red Sox,6.67,6.62,0.0,18.0
4153,Rickey Ramirez,Twins,6.56,6.63,0.0,19.0
4154,Luis Torres,,6.54,6.63,0.0,19.0
4155,Joan Baez,Nationals,6.45,6.63,0.0,19.0
4156,Orestes Melendez,,6.32,6.63,0.0,19.0
4157,David Oca,,6.36,6.63,0.0,19.0
4158,Blake Pflughaupt,Rays,6.4,6.63,0.0,19.0
4159,Wandisson Charles,Athletics,6.35,6.63,0.0,19.0
4160,Sandro Rosario,,6.59,6.63,0.0,18.0
4161,Franklin De La Paz,Dodgers,6.24,6.63,0.0,19.0
4162,Brayan Herrera,White Sox,6.6,6.63,0.0,18.0
4163,Boris Sanchez,Mets,6.47,6.63,0.0,19.0
4164,Kevin Malisheski,Dodgers,6.52,6.63,0.0,18.0
4165,Garrison Bryant,Mets,6.63,6.63,0.0,19.0
4166,Jorge Benitez,Mariners,6.43,6.64,0.0,19.0
4167,Jose Moreno,Mets,6.54,6.64,0.0,19.0
4168,Andrew Jordan,Astros,6.69,6.64,0.0,19.0
4169,Jaimito Lebron,Athletics,6.46,6.64,0.0,19.0
4170,Juan Pablo Lopez,Astros,6.45,6.64,0.0,18.0
4171,Guillermo Zuniga,Dodgers,6.44,6.64,0.0,19.0
4172,Lazaro Estrada,Blue Jays,6.78,6.64,0.0,19.0
4173,Jose Oca,,6.54,6.64,0.0,19.0
4174,Jimmy Murphy,Orioles,6.74,6.64,0.0,18.0
4175,Oliver Jaskie,Mariners,6.44,6.64,0.0,19.0
4176,Yoel De Leon,Angels,6.27,6.64,0.0,19.0
4177,C.J. Eldred,Royals,6.74,6.64,0.0,18.0
4178,Matthew Hammonds,Orioles,6.61,6.65,0.0,19.0
4179,Jose Alberto Rivera,Astros,6.62,6.65,0.0,19.0
4180,Diogenes Almengo,Orioles,6.55,6.65,0.0,19.0
4181,Kenlly Montas,,6.66,6.65,0.0,18.0
4182,Casey Shane,Indians,6.63,6.65,0.0,18.0
4183,Darwin Feliz,Royals,6.69,6.65,0.0,18.0
4184,Joan Adon,Nationals,6.45,6.66,0.0,19.0
4185,Zac Correll,Reds,6.51,6.66,0.0,19.0
4186,Antonio Cardenas,Diamondbacks,6.81,6.66,0.0,19.0
4187,Jose Jimenez,Phillies,6.39,6.66,0.0,19.0
4188,Jose Marrujo,,6.67,6.66,0.0,18.0
4189,Daison Acosta,Mets,6.67,6.66,0.0,19.0
4190,Gray Fenter,Orioles,6.71,6.66,0.0,19.0
4191,Brandon Marsonek,Athletics,6.41,6.66,0.0,19.0
4192,Jorge Rodriguez,,6.54,6.66,0.0,19.0
4193,Hector Lopez,,6.61,6.66,0.0,19.0
4194,Rayniel Moreno,,6.32,6.66,0.0,19.0
4195,Christian Meister,Brewers,6.48,6.66,0.0,19.0
4196,Blayne Enlow,Twins,6.75,6.66,0.0,19.0
4197,Leonel Aponte,,6.56,6.66,0.0,19.0
4198,Luis Alecis,Reds,6.63,6.66,0.0,19.0
4199,Eduard Rosillo,,6.38,6.66,0.0,19.0
4200,Diosward Gonzalez,,6.6,6.66,0.0,19.0
4201,Jose Diaz,,6.74,6.67,0.0,18.0
4202,Brad Bass,Tigers,6.78,6.67,0.0,19.0
4203,Pedro Barrios,,6.65,6.67,0.0,18.0
4204,Nathan Sweeney,Cubs,6.52,6.67,0.0,19.0
4205,John Valek,,6.54,6.67,0.0,18.0
4206,Evan Sanders,,6.52,6.68,0.0,19.0
4207,Freicer Perez,Yankees,6.55,6.68,0.0,19.0
4208,Austin Franklin,Rays,6.57,6.68,0.0,19.0
4209,Cruz Noriega,Royals,6.65,6.68,0.0,18.0
4210,Ezequiel De La Cruz,Diamondbacks,6.42,6.68,0.0,19.0
4211,Emerson Ortiz,,6.7,6.68,0.0,18.0
4212,Janson Junk,Yankees,6.63,6.68,0.0,19.0
4213,Yordi Rosario,White Sox,6.55,6.68,0.0,19.0
4214,Manuel Alvarez,Indians,6.54,6.68,0.0,19.0
4215,Jesus Rodriguez,Tigers,6.76,6.69,0.0,18.0
4216,Junior Marte,Cubs,6.52,6.69,0.0,19.0
4217,Max Green,Tigers,6.48,6.69,0.0,19.0
4218,Ritzi Mendoza,,6.59,6.69,0.0,19.0
4219,Rogelio Bernal,,6.67,6.69,0.0,19.0
4220,Tyler Gray,Royals,6.64,6.69,0.0,19.0
4221,Dennis Herrera,,6.47,6.69,0.0,19.0
4222,Carlos Romero,Nationals,6.62,6.69,0.0,19.0
4223,Ryne Inman,Mariners,6.61,6.69,0.0,19.0
4224,Francis Beriguete,Diamondbacks,6.72,6.7,0.0,19.0
4225,Miguel Ramirez,Mets,6.46,6.7,0.0,19.0
4226,Luis Barroso,Royals,6.75,6.7,0.0,18.0
4227,Juan Sanchez,,6.57,6.7,0.0,19.0
4228,Jean Carlos Valdez,,6.61,6.7,0.0,19.0
4229,Max Lazar,Brewers,6.76,6.7,0.0,19.0
4230,Devon Perez,White Sox,6.61,6.7,0.0,19.0
4231,Jose Mora,Athletics,6.63,6.7,0.0,19.0
4232,Hayden Jones,Rockies,6.81,6.71,0.0,19.0
4233,Joe Peguero,Rays,6.6,6.71,0.0,18.0
4234,Mailon Arroyo,Diamondbacks,6.69,6.71,0.0,19.0
4235,Junior Gonzalez,Cardinals,6.61,6.71,0.0,18.0
4236,Brandon Agar,,6.81,6.71,0.0,18.0
4237,Kenny Koplove,,6.57,6.71,0.0,19.0
4238,Ryan Perez,Indians,6.51,6.71,0.0,18.0
4239,Jasier Herrera,,6.73,6.72,0.0,18.0
4240,Tomas Leoncio,,6.62,6.72,0.0,19.0
4241,Victor Concepcion,,6.62,6.72,0.0,19.0
4242,Marlon Constante,,6.52,6.72,0.0,19.0
4243,Raul Hernandez,Reds,6.69,6.72,0.0,19.0
4244,Emmanuel Clase,Rangers,6.61,6.72,0.0,19.0
4245,Antonio Pujols,,6.54,6.72,0.0,19.0
4246,Rafael Gomez,Red Sox,6.62,6.72,0.0,19.0
4247,Jose Gomez,,6.68,6.72,0.0,19.0
4248,Wilmer Mejia,,6.72,6.72,0.0,18.0
4249,Julio Frias,Marlins,6.43,6.72,0.0,19.0
4250,Evan Estes,Marlins,6.47,6.72,0.0,19.0
4251,Max Roberts,Mariners,6.6,6.73,0.0,19.0
4252,Miguel Polanco,,6.54,6.73,0.0,18.0
4253,Jose Espada,Blue Jays,6.79,6.73,0.0,19.0
4254,Edgar Martinez,Marlins,6.63,6.73,0.0,18.0
4255,Andres Torres,Mariners,6.69,6.73,0.0,18.0
4256,Jairon Peguero,Nationals,6.35,6.73,0.0,19.0
4257,Jose Parra,Brewers,6.69,6.73,0.0,19.0
4258,Jonaiker Villalobos,Marlins,6.25,6.73,0.0,19.0
4259,Francisco Morales,Phillies,6.76,6.73,0.0,19.0
4260,Kyle Cedotal,,6.42,6.73,0.0,19.0
4261,Carlos Sanchez,Athletics,6.6,6.74,0.0,19.0
4262,Nichel Alcantara,,6.72,6.74,0.0,18.0
4263,Blake Hickman,White Sox,6.67,6.74,0.0,19.0
4264,Keinter Olivares,Rockies,6.78,6.74,0.0,19.0
4265,Devon Fisher,Red Sox,6.64,6.74,0.0,19.0
4266,Adoni Kery,Indians,6.65,6.74,0.0,19.0
4267,Jose Diaz,,6.63,6.74,0.0,19.0
4268,Chris McDonald,,6.62,6.74,0.0,19.0
4269,Rex Hill,,6.53,6.74,0.0,19.0
4270,Jean Casanova,Rangers,6.75,6.75,0.0,19.0
4271,Max Knutson,Orioles,6.54,6.75,0.0,19.0
4272,Yeudy Colon,Mets,6.47,6.75,0.0,19.0
4273,Brandon Bingel,,6.62,6.75,0.0,19.0
4274,Maikel Sepulveda,,6.52,6.75,0.0,18.0
4275,Cristian Hernandez,,6.79,6.75,0.0,18.0
4276,Timothy Naughton,Orioles,6.66,6.75,0.0,19.0
4277,Deyvis Julian,Braves,6.7,6.75,0.0,19.0
4278,Sucre Valdez,,6.62,6.75,0.0,19.0
4279,Carlos Herrera,Brewers,6.71,6.75,0.0,19.0
4280,Jesus Toledo,Twins,6.61,6.76,0.0,18.0
4281,Luis Araujo,Indians,6.59,6.76,0.0,19.0
4282,Andrew Deramo,Blue Jays,6.76,6.76,0.0,19.0
4283,Ronald Burgos,,6.77,6.76,0.0,19.0
4284,Francisco German,Rays,6.47,6.76,0.0,19.0
4285,Jon Heasley,Royals,6.86,6.76,0.0,18.0
4286,Maximo Cortes,,6.78,6.76,0.0,18.0
4287,Jhony Brito,Yankees,6.76,6.77,0.0,19.0
4288,Leonardo De La Cruz,White Sox,6.33,6.77,0.0,19.0
4289,Jamal Wade,Mariners,6.58,6.77,0.0,19.0
4290,Tony Hernandez,,6.6,6.77,0.0,18.0
4291,Emilker Guzman,Angels,6.61,6.77,0.0,18.0
4292,Carlos Carreno,Reds,6.71,6.77,0.0,19.0
4293,Jose Roca,Rays,6.63,6.77,0.0,18.0
4294,Johsson Arias,,6.73,6.77,0.0,19.0
4295,Wellington Caceres,,6.82,6.77,0.0,18.0
4296,Hector Guance,Orioles,6.83,6.78,0.0,18.0
4297,Luis Villar,Royals,6.66,6.78,0.0,18.0
4298,Jender De Jesus,Mets,6.71,6.78,0.0,19.0
4299,Nathanael Perez,Blue Jays,6.94,6.78,0.0,19.0
4300,Wilfry Cruz,Diamondbacks,6.9,6.78,0.0,19.0
4301,Oddanier Mosqueda,Red Sox,6.46,6.78,0.0,19.0
4302,Jorge Oviedo,,6.59,6.78,0.0,19.0
4303,Cole Ragans,Rangers,6.68,6.78,0.0,19.0
4304,Michael Baumann,Orioles,6.74,6.78,0.0,19.0
4305,Antonio Canizales,,6.82,6.78,0.0,18.0
4306,Oneiver Diaz,Cardinals,6.75,6.78,0.0,18.0
4307,Luis Arrieta,Pirates,6.91,6.78,0.0,18.0
4308,Estarlin Rodriguez,Braves,6.81,6.78,0.0,18.0
4309,Bryan Alcala,Phillies,6.79,6.78,0.0,19.0
4310,Harold Cortijo,Yankees,6.75,6.79,0.0,19.0
4311,Jhonatan Munoz,,6.72,6.79,0.0,19.0
4312,Nector Ramirez,Nationals,6.66,6.79,0.0,19.0
4313,Luis Sanchez,,6.81,6.79,0.0,18.0
4314,Jheyson Caraballo,,6.83,6.79,0.0,18.0
4315,Jesus Ozoria,Mariners,6.73,6.79,0.0,19.0
4316,Jose Albertos,Cubs,6.57,6.8,0.0,19.0
4317,Daniel Guzman,Mets,6.43,6.8,0.0,19.0
4318,Jose De Los Santos,Nationals,6.61,6.8,0.0,19.0
4319,Jason Freeman,,6.68,6.8,0.0,19.0
4320,Chris Kohler,Athletics,6.54,6.8,0.0,19.0
4321,Stephen Milligan,Royals,6.51,6.8,0.0,19.0
4322,Nelmerson Xavier Angela,Mets,6.44,6.8,0.0,19.0
4323,Cristofer Melendez,White Sox,6.68,6.8,0.0,19.0
4324,Daniel Gonzalez,Tigers,6.85,6.8,0.0,19.0
4325,Jake Latz,Rangers,6.78,6.8,0.0,19.0
4326,Michael Messier,,6.49,6.8,0.0,19.0
4327,Leandro Mendez,Royals,6.87,6.8,0.0,18.0
4328,Jonathan Bowlan,Royals,6.9,6.8,0.0,18.0
4329,Cody Mobley,Mariners,6.62,6.8,0.0,19.0
4330,Jose Jimenez,Nationals,6.42,6.8,0.0,19.0
4331,Daury Cabrera,Royals,6.84,6.8,0.0,18.0
4332,Yeudry Manzanillo,Pirates,6.96,6.8,0.0,18.0
4333,Jaider Rocha,White Sox,6.43,6.81,0.0,19.0
4334,Martin Buitimea,,6.76,6.81,0.0,19.0
4335,Wilson Garcia,Rays,6.78,6.81,0.0,18.0
4336,Luis D. Garcia,,6.8,6.81,0.0,18.0
4337,Nelson Galindez,Nationals,6.59,6.81,0.0,19.0
4338,Roansy Contreras,Yankees,6.73,6.81,0.0,19.0
4339,Vince Arobio,White Sox,6.62,6.81,0.0,19.0
4340,Parker Rigler,White Sox,6.66,6.81,0.0,19.0
4341,Torey Deshazier,,6.65,6.82,0.0,19.0
4342,Brian Pirela,Cardinals,6.8,6.82,0.0,18.0
4343,Joseph Salazar,,6.81,6.82,0.0,18.0
4344,Dylan Cyphert,Marlins,6.35,6.82,0.0,19.0
4345,Harold Chirino,Brewers,6.83,6.82,0.0,19.0
4346,Kory Groves,Orioles,6.79,6.82,0.0,19.0
4347,Denis Diaz,,6.64,6.82,0.0,19.0
4348,Matt Gunter,Blue Jays,6.82,6.82,0.0,19.0
4349,Justin Bullock,Brewers,6.88,6.82,0.0,19.0
4350,Dane Myers,Tigers,6.93,6.82,0.0,19.0
4351,Julio Guante,Cubs,6.58,6.82,0.0,19.0
4352,Reed Hayes,Orioles,6.75,6.82,0.0,19.0
4353,Abdallah Aris,Phillies,6.51,6.82,0.0,19.0
4354,Gerald Ogando,Diamondbacks,7.0,6.82,0.0,19.0
4355,Weilly Yan,,6.63,6.83,0.0,19.0
4356,Juan Geraldo,,6.83,6.83,0.0,18.0
4357,Franklin Dacosta,Rays,6.54,6.83,0.0,19.0
4358,Henry Medina,Brewers,6.83,6.83,0.0,18.0
4359,Gregori Vasquez,Indians,6.75,6.83,0.0,18.0
4360,Miguel Ausua,Rockies,7.01,6.83,0.0,19.0
4361,Jonathon Crawford,Reds,6.78,6.84,0.0,19.0
4362,Jhonny Mateo,,6.66,6.84,0.0,19.0
4363,Kevin Folman,White Sox,6.89,6.84,0.0,18.0
4364,Ryan Wilson,Orioles,6.7,6.85,0.0,19.0
4365,Manuel Daza,,6.62,6.85,0.0,19.0
4366,Darly Infante,Nationals,6.45,6.85,0.0,19.0
4367,Eliezer Rodriguez,,6.67,6.85,0.0,19.0
4368,Cleiverth Perez,,6.71,6.85,0.0,19.0
4369,Blake Lillis,Brewers,6.71,6.85,0.0,18.0
4370,Aneudis Beard,,6.82,6.85,0.0,19.0
4371,Juan Herrera,,6.63,6.85,0.0,19.0
4372,Matt Pope,,6.7,6.85,0.0,19.0
4373,Jefferson Escorcha,Mets,6.57,6.85,0.0,19.0
4374,Victor Castaneda,Brewers,6.89,6.85,0.0,19.0
4375,Alfredo Garcia,Rockies,6.99,6.85,0.0,18.0
4376,Carlos Caminero,Braves,6.48,6.86,0.0,19.0
4377,Anderson Pilar,Rockies,6.93,6.86,0.0,19.0
4378,Juan Mojica,,6.7,6.86,0.0,19.0
4379,Carlos Francisco,Phillies,6.89,6.86,0.0,19.0
4380,Osvaldo Berrios,Athletics,6.92,6.87,0.0,18.0
4381,Shane Baz,Rays,6.8,6.87,0.0,19.0
4382,Jake Greenwalt,,6.94,6.87,0.0,18.0
4383,Luis De Jesus,Braves,6.86,6.87,0.0,19.0
4384,Santos Moreno,Blue Jays,7.03,6.87,0.0,18.0
4385,Salvador Montano,Astros,6.51,6.87,0.0,19.0
4386,Leoner Colina,Brewers,6.91,6.88,0.0,19.0
4387,Wilkel Hernandez,Tigers,6.98,6.88,0.0,19.0
4388,Victor Isturiz,Mets,6.73,6.88,0.0,19.0
4389,Arturo Mujica,Rays,6.6,6.88,0.0,19.0
4390,Jose Bermudez,Twins,6.96,6.88,0.0,18.0
4391,Randy Jimenez,Pirates,6.78,6.88,0.0,19.0
4392,Ulises Perez,Mariners,6.69,6.88,0.0,19.0
4393,Miguelangel Bastidas,,6.89,6.88,0.0,18.0
4394,Michele Vassalotti,Brewers,6.88,6.88,0.0,19.0
4395,Jesus Ceballos,Diamondbacks,6.84,6.89,0.0,19.0
4396,Edwin Rojas,,6.86,6.89,0.0,18.0
4397,Adan Frias,Royals,6.69,6.89,0.0,18.0
4398,Jeifry Nunez,Rangers,6.97,6.89,0.0,19.0
4399,Robinson Pina,Angels,6.53,6.89,0.0,19.0
4400,Martin Carrasco,Padres,6.8,6.89,0.0,19.0
4401,Carlos Alejo,Dodgers,6.73,6.89,0.0,18.0
4402,Miguel Medrano,Astros,6.97,6.89,0.0,19.0
4403,Paul Covelle,Mariners,6.74,6.89,0.0,19.0
4404,Alexis Diaz,Astros,6.98,6.89,0.0,19.0
4405,Luis Pacheco,,6.88,6.89,0.0,19.0
4406,Ivan Fortunato,Mariners,6.83,6.89,0.0,19.0
4407,Connor Mayes,,6.88,6.89,0.0,18.0
4408,Jerson Severino,Giants,6.74,6.9,0.0,18.0
4409,Oscar Marcelino,Phillies,6.69,6.9,0.0,19.0
4410,Claudio Galva,Blue Jays,6.95,6.9,0.0,18.0
4411,Jordan Floyd,,6.59,6.9,0.0,19.0
4412,Austin DeCarr,Yankees,6.63,6.9,0.0,19.0
4413,Alec Byrd,Rockies,7.04,6.9,0.0,19.0
4414,Darel Torres,,6.75,6.9,0.0,19.0
4415,Domingo Pena,Royals,6.8,6.9,0.0,18.0
4416,Cesar Yanez,,6.68,6.9,0.0,19.0
4417,Rodolfo Aguirre,,6.91,6.9,0.0,18.0
4418,Grayson Huffman,Blue Jays,6.68,6.9,0.0,19.0
4419,Yoelvin Silven,White Sox,6.88,6.9,0.0,19.0
4420,Omar Herman,Diamondbacks,6.86,6.91,0.0,19.0
4421,Enrique Oquendo,Angels,6.6,6.91,0.0,19.0
4422,Sidney Duprey,,6.67,6.91,0.0,19.0
4423,Isaac Padilla,,6.82,6.91,0.0,19.0
4424,Edisson Gonzalez,Rays,6.85,6.91,0.0,19.0
4425,Miguel Lara,Rays,6.82,6.91,0.0,19.0
4426,Aaron Soto,White Sox,6.79,6.91,0.0,19.0
4427,Jesus Brea,Brewers,6.75,6.91,0.0,19.0
4428,Yerelmy Garcia,Royals,6.95,6.91,0.0,18.0
4429,Edilson Batista,Red Sox,6.8,6.91,0.0,18.0
4430,Edrick Agosto,,6.96,6.91,0.0,18.0
4431,Justin Miller,Phillies,6.9,6.92,0.0,19.0
4432,Luis Eusebio,Padres,6.71,6.92,0.0,19.0
4433,Gilmael Troya,,6.8,6.92,0.0,19.0
4434,Jeison Pena,,6.94,6.92,0.0,18.0
4435,Jose Martinez,,6.69,6.92,0.0,19.0
4436,Luis Santos,Indians,6.79,6.92,0.0,19.0
4437,Robinson Martinez,Phillies,6.8,6.92,0.0,19.0
4438,Moises Nolasco,Orioles,6.87,6.93,0.0,19.0
4439,Tulio Santa Maria,Angels,6.72,6.93,0.0,18.0
4440,Willians Vasquez,Braves,6.81,6.93,0.0,19.0
4441,Cody Kurz,Athletics,6.81,6.93,0.0,19.0
4442,Cesar Angomas,,6.71,6.93,0.0,18.0
4443,Luis Lopez,Rangers,6.96,6.93,0.0,18.0
4444,Eris Filpo,Rockies,7.24,6.93,0.0,18.0
4445,Michael McCormick,White Sox,6.76,6.93,0.0,19.0
4446,Codi Heuer,White Sox,6.99,6.94,0.0,18.0
4447,Cesar Rosado,Astros,6.92,6.94,0.0,19.0
4448,James Marinan,Reds,6.95,6.94,0.0,19.0
4449,Saul Castellanos,Dodgers,6.81,6.94,0.0,18.0
4450,Rafael Prensa,Rays,6.73,6.94,0.0,19.0
4451,Santiago Florez,Pirates,7.09,6.94,0.0,18.0
4452,Edwar Ramirez,,6.96,6.94,0.0,18.0
4453,Miguel Hernandez,,6.84,6.94,0.0,19.0
4454,Alex Valverde,Rays,6.89,6.94,0.0,19.0
4455,Eduardo Salazar,Astros,6.93,6.95,0.0,19.0
4456,Hector Acosta,White Sox,6.74,6.95,0.0,19.0
4457,Yeffersson Yannuzzi,Indians,6.72,6.95,0.0,19.0
4458,Jose Vasquez,Tigers,7.09,6.95,0.0,18.0
4459,Hector Rodriguez,Mets,6.66,6.95,0.0,19.0
4460,Daritzon Feliz,,6.77,6.95,0.0,18.0
4461,Omar Fernandez,Padres,6.69,6.95,0.0,19.0
4462,Jhon Peluffo,Orioles,7.01,6.95,0.0,18.0
4463,Ever Moya,Rockies,6.96,6.96,0.0,19.0
4464,Jonas De La Cruz,Phillies,6.97,6.96,0.0,19.0
4465,Juan Santos,,6.97,6.96,0.0,18.0
4466,Pedro Garcia,,6.89,6.96,0.0,19.0
4467,Jhonny Valdez,Diamondbacks,6.96,6.96,0.0,19.0
4468,Ivan Jean,,6.54,6.96,0.0,19.0
4469,Carlos D. Rodriguez,Yankees,6.88,6.97,0.0,18.0
4470,Juan Mejia,Rockies,7.25,6.97,0.0,19.0
4471,Michael Zimmerman,Rockies,6.87,6.97,0.0,19.0
4472,Mike Garcia,,6.9,6.97,0.0,19.0
4473,Luis Gil,Yankees,6.93,6.97,0.0,19.0
4474,Jio Orozco,Yankees,6.89,6.98,0.0,19.0
4475,Felix Bautista,Orioles,6.9,6.98,0.0,19.0
4476,Brian Abreu,Royals,6.96,6.98,0.0,18.0
4477,Fraylin Santos,Rays,6.93,6.98,0.0,18.0
4478,Alvaro Galindo,Blue Jays,7.07,6.98,0.0,18.0
4479,Elias Herrera,,6.86,6.98,0.0,19.0
4480,Victor Garcia,Red Sox,6.89,6.99,0.0,19.0
4481,Rodolfo Sanchez,Rays,6.95,6.99,0.0,19.0
4482,Juan Mercedes,Mariners,6.94,6.99,0.0,18.0
4483,Victor Sobil,Phillies,6.83,6.99,0.0,19.0
4484,Pierce Romero,,6.87,6.99,0.0,19.0
4485,Cristian Machuca,,6.68,6.99,0.0,19.0
4486,Orlando Noriega,Reds,6.91,6.99,0.0,19.0
4487,Juan Cruz,,6.99,6.99,0.0,18.0
4488,Joel De La Cruz,,6.85,6.99,0.0,19.0
4489,Tyree Thompson,Rangers,7.08,6.99,0.0,18.0
4490,Jose Antonio Hernandez,Astros,7.0,6.99,0.0,18.0
4491,Cristopher Molina,Angels,6.81,7.0,0.0,19.0
4492,Andres Jimenez,,6.88,7.0,0.0,19.0
4493,Irvin Villarroel,,7.02,7.0,0.0,19.0
4494,Wilmer Contreras,Pirates,6.98,7.01,0.0,19.0
4495,Osiris Ramirez,,7.06,7.01,0.0,19.0
4496,Kiber Arvelaez,Angels,6.63,7.01,0.0,19.0
4497,Kelvin Nunez,Mariners,6.97,7.01,0.0,18.0
4498,Christian Cosby,Royals,6.88,7.01,0.0,19.0
4499,Gabriel Morales,,6.82,7.01,0.0,19.0
4500,Leonardo Rodriguez,Orioles,7.1,7.01,0.0,18.0
4501,Gabriel Baez,,6.69,7.01,0.0,19.0
4502,Igol Feliz,,7.1,7.01,0.0,18.0
4503,Jose Conopoima,,7.02,7.01,0.0,18.0
4504,Carson Sands,,6.85,7.01,0.0,19.0
4505,Chasen Ford,,6.9,7.02,0.0,19.0
4506,Luis Bellorin,Twins,6.79,7.02,0.0,18.0
4507,Brady Aiken,Indians,6.8,7.02,0.0,19.0
4508,Hector Yan,Angels,6.68,7.02,0.0,19.0
4509,Pedro Espinola,,7.01,7.02,0.0,19.0
4510,Angel De Jesus,Tigers,7.12,7.03,0.0,19.0
4511,Jose Castillo,,6.91,7.03,0.0,19.0
4512,Christian Fernandez,Rays,6.92,7.03,0.0,19.0
4513,Jesus De Los Santos,,6.94,7.03,0.0,19.0
4514,Juan Then,Yankees,7.0,7.03,0.0,18.0
4515,Adriam Castillo,Royals,6.87,7.03,0.0,19.0
4516,Jairo Pacheco,,6.84,7.03,0.0,19.0
4517,Emilio Ferrebus,,7.01,7.03,0.0,18.0
4518,Wanly Perez,Royals,7.04,7.03,0.0,18.0
4519,Marvin Mateo,Reds,6.79,7.03,0.0,19.0
4520,Oliver Garcia,,7.04,7.03,0.0,18.0
4521,Angel Rodriguez,Rays,6.94,7.03,0.0,18.0
4522,Helcris Olivarez,Rockies,7.14,7.03,0.0,19.0
4523,Jhairon Leal,Diamondbacks,6.76,7.03,0.0,19.0
4524,Raul De Los Reyes,,6.9,7.04,0.0,19.0
4525,Leudy Martinez,,6.98,7.04,0.0,19.0
4526,Dember Vizcaino,,6.81,7.04,0.0,19.0
4527,Wender Oberto,Astros,7.06,7.04,0.0,19.0
4528,Taylor Hawkins,,6.94,7.04,0.0,19.0
4529,Juan Jimenez,,6.88,7.04,0.0,19.0
4530,Carson Lance,Tigers,7.16,7.04,0.0,18.0
4531,Fredderi Soto,Twins,6.96,7.04,0.0,18.0
4532,Maiker Manuel,Reds,6.99,7.04,0.0,19.0
4533,Victor Martinez,Diamondbacks,6.73,7.05,0.0,19.0
